# codeml m1 output parser
# PYTHON VERSION: 3.8.5
# Script call:    paml_to_csv.py -i ../../paml/phodopus-5spec-cmc/ -m cmc -d ../../data/psun-transcripts.tab -o ../../paml/phodopus-5spec-cmc.csv
# Runtime:        11/16/2020 22:16:36
# ----------------
# IO OPTIONS
# Input directory:       ../../paml/phodopus-5spec-cmc/
# PAML model:            cmc
# Metadata file:         ../../data/psun-transcripts.tab
# Output file:           ../../paml/phodopus-5spec-cmc.csv
# ----------------
# 11.16.2020 | 22:16:36 Reading metadata file: ../../data/psun-transcripts.tab
# Features read:         27988
# ----------------
# 11.16.2020 | 22:16:37 Begin parsing PAML output...
file,id,chr,start,end,lnl,k,prop 1,prop 2,prop 3,background clade omega 1,background clade omega 2,background clade omega 3,target clade omega 1,target clade omega 2,target clade omega 3
Psun_T000003868.NT.trim.NT.macse.trim.filter,Psun_T000003868,ScmyWZ3_6734_HRSCAF_6862,184667,187620,-1403.198586,4.80574,0.81141,0.00000,0.18859,0.00000,1.00000,3.36764,0.00000,1.00000,1.17167
Psun_T000003870.NT.trim.NT.macse.trim.filter,Psun_T000003870,ScmyWZ3_6734_HRSCAF_6862,193072,210132,-1080.353386,2.30992,0.69983,0.00000,0.30017,0.35816,1.00000,0.00000,0.35816,1.00000,1.07826
Psun_T000003928.NT.trim.NT.macse.trim.filter,Psun_T000003928,ScmyWZ3_6734_HRSCAF_6862,995430,1001365,-1097.485811,2.31459,0.56473,0.41102,0.02425,0.00000,1.00000,54.05725,0.00000,1.00000,0.00000
Psun_T000004000.NT.trim.NT.macse.trim.filter,Psun_T000004000,ScmyWZ3_6734_HRSCAF_6862,3739982,3744907,-662.262073,3.03895,0.99087,0.00000,0.00913,0.00686,1.00000,26.14609,0.00686,1.00000,0.00000
Psun_T000003931.NT.trim.NT.macse.trim.filter,Psun_T000003931,ScmyWZ3_6734_HRSCAF_6862,1157214,1165201,-1012.883193,4.48566,0.99137,0.00000,0.00863,0.02303,1.00000,0.00000,0.02303,1.00000,101.80657
Psun_T000003857.NT.trim.NT.macse.trim.filter,Psun_T000003857,ScmyWZ3_6734_HRSCAF_6862,109851,112170,-1100.824652,8.55126,0.08042,0.03190,0.88769,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
Psun_T000003876.NT.trim.NT.macse.trim.filter,Psun_T000003876,ScmyWZ3_6734_HRSCAF_6862,296158,298972,-1328.095376,5.76201,0.63831,0.00000,0.36169,0.00000,1.00000,1.88124,0.00000,1.00000,1.08575
Psun_T000004023.NT.trim.NT.macse.trim.filter,Psun_T000004023,ScmyWZ3_6734_HRSCAF_6862,4027781,4029678,-741.294916,2.28694,0.94395,0.00000,0.05605,0.01530,1.00000,1.51683,0.01530,1.00000,0.00000
Psun_T000003943.NT.trim.NT.macse.trim.filter,Psun_T000003943,ScmyWZ3_6734_HRSCAF_6862,1323218,1326003,-1082.870121,3.21306,0.91555,0.00000,0.08445,0.01882,1.00000,0.97444,0.01882,1.00000,0.00000
Psun_T000004081.NT.trim.NT.macse.trim.filter,Psun_T000004081,ScmyWZ3_6734_HRSCAF_6862,6396491,6400571,-759.384871,7.86818,0.94188,0.00000,0.05812,0.22171,1.00000,82.49087,0.22171,1.00000,0.00000
Psun_T000003923.NT.trim.NT.macse.trim.filter,Psun_T000003923,ScmyWZ3_6734_HRSCAF_6862,879281,881464,-1203.152560,9.02869,0.84829,0.00000,0.15171,0.00000,1.00000,0.24101,0.00000,1.00000,0.38700
Psun_T000003917.NT.trim.NT.macse.trim.filter,Psun_T000003917,ScmyWZ3_6734_HRSCAF_6862,718250,749555,-1306.783646,4.01718,0.83313,0.00000,0.16687,0.00000,1.00000,724.20696,0.00000,1.00000,0.11866
Psun_T000003871.NT.trim.NT.macse.trim.filter,Psun_T000003871,ScmyWZ3_6734_HRSCAF_6862,277911,281961,-1321.043814,7.32369,0.86785,0.00000,0.13215,0.46581,1.00000,1.35422,0.46581,1.00000,6.79925
Psun_T000003877.NT.trim.NT.macse.trim.filter,Psun_T000003877,ScmyWZ3_6734_HRSCAF_6862,303403,305993,-1577.532544,4.93198,0.70230,0.27294,0.02476,0.09899,1.00000,9.45272,0.09899,1.00000,0.00000
Psun_T000004032.NT.trim.NT.macse.trim.filter,Psun_T000004032,ScmyWZ3_6734_HRSCAF_6862,4927347,4938397,-599.381772,3.07654,0.90878,0.00000,0.09122,0.01943,1.00000,0.00000,0.01943,1.00000,2.24447
Psun_T000004038.NT.trim.NT.macse.trim.filter,Psun_T000004038,ScmyWZ3_6734_HRSCAF_6862,5030789,5039841,-1256.101440,3.35591,0.00000,0.21775,0.78225,0.20009,1.00000,0.32426,0.20009,1.00000,0.02472
Psun_T000003930.NT.trim.NT.macse.trim.filter,Psun_T000003930,ScmyWZ3_6734_HRSCAF_6862,1131971,1155747,-1288.592470,2.94165,0.00000,0.15791,0.84209,0.00000,1.00000,0.00000,0.00000,1.00000,0.12814
Psun_T000003927.NT.trim.NT.macse.trim.filter,Psun_T000003927,ScmyWZ3_6734_HRSCAF_6862,981819,993299,-1267.339990,2.99515,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.06068
Psun_T000004021.NT.trim.NT.macse.trim.filter,Psun_T000004021,ScmyWZ3_6734_HRSCAF_6862,4013245,4019178,-1445.380451,4.07813,0.89419,0.00000,0.10581,0.08383,1.00000,0.28182,0.08383,1.00000,0.00000
Psun_T000004262.NT.trim.NT.macse.trim.filter,Psun_T000004262,ScmyWZ3_6734_HRSCAF_6862,12874690,12879928,-434.199630,8.51555,0.00028,0.00000,0.99972,0.00000,1.00000,0.02905,0.00000,1.00000,0.00000
Psun_T000003913.NT.trim.NT.macse.trim.filter,Psun_T000003913,ScmyWZ3_6734_HRSCAF_6862,655041,667713,-2213.549335,3.09984,0.79326,0.12551,0.08123,0.00000,1.00000,5.80300,0.00000,1.00000,0.00000
Psun_T000003879.NT.trim.NT.macse.trim.filter,Psun_T000003879,ScmyWZ3_6734_HRSCAF_6862,323015,323992,-1635.841489,5.43609,0.00000,0.02726,0.97274,0.00000,1.00000,0.06893,0.00000,1.00000,0.00000
Psun_T000004219.NT.trim.NT.macse.trim.filter,Psun_T000004219,ScmyWZ3_6734_HRSCAF_6862,11022356,11028778,-861.270057,2.71201,0.42659,0.00000,0.57341,0.04870,1.00000,0.22818,0.04870,1.00000,0.00000
Psun_T000003887.NT.trim.NT.macse.trim.filter,Psun_T000003887,ScmyWZ3_6734_HRSCAF_6862,393788,396876,-1651.164751,4.68387,0.96426,0.00000,0.03574,0.09905,1.00000,5.93074,0.09905,1.00000,1.73235
Psun_T000004247.NT.trim.NT.macse.trim.filter,Psun_T000004247,ScmyWZ3_6734_HRSCAF_6862,12341230,12344114,-892.371578,2.44622,0.00000,0.04348,0.95652,0.00000,1.00000,0.00000,0.00000,1.00000,0.09134
Psun_T000004226.NT.trim.NT.macse.trim.filter,Psun_T000004226,ScmyWZ3_6734_HRSCAF_6862,11160283,11171675,-1115.246003,4.43494,0.94175,0.00000,0.05825,0.03225,1.00000,0.43999,0.03225,1.00000,1.03351
Psun_T000004179.NT.trim.NT.macse.trim.filter,Psun_T000004179,ScmyWZ3_6734_HRSCAF_6862,10180455,10186410,-1374.549362,6.39615,0.97733,0.00000,0.02267,0.04398,1.00000,0.00000,0.04398,1.00000,0.31603
Psun_T000004347.NT.trim.NT.macse.trim.filter,Psun_T000004347,ScmyWZ3_6734_HRSCAF_6862,15627753,15628304,-567.234951,6.49809,0.91472,0.03971,0.04557,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
Psun_T000004207.NT.trim.NT.macse.trim.filter,Psun_T000004207,ScmyWZ3_6734_HRSCAF_6862,10754561,10759278,-1484.848543,2.71096,0.83258,0.12055,0.04687,0.00000,1.00000,0.00000,0.00000,1.00000,2.59376
Psun_T000004115.NT.trim.NT.macse.trim.filter,Psun_T000004115,ScmyWZ3_6734_HRSCAF_6862,7641245,7644830,-1705.997374,2.84256,0.21452,0.00000,0.78548,0.71500,1.00000,0.08684,0.71500,1.00000,0.00000
Psun_T000003897.NT.trim.NT.macse.trim.filter,Psun_T000003897,ScmyWZ3_6734_HRSCAF_6862,481315,485130,-2226.728093,3.96582,0.00000,0.00000,1.00000,0.00000,1.00000,0.45107,0.00000,1.00000,0.28801
Psun_T000003878.NT.trim.NT.macse.trim.filter,Psun_T000003878,ScmyWZ3_6734_HRSCAF_6862,309334,322747,-1790.540556,4.20505,0.91902,0.00000,0.08098,0.02177,1.00000,0.00000,0.02177,1.00000,1.37646
Psun_T000004324.NT.trim.NT.macse.trim.filter,Psun_T000004324,ScmyWZ3_6734_HRSCAF_6862,14935718,14940826,-1441.037439,4.07849,0.26753,0.00000,0.73247,0.62175,1.00000,0.21271,0.62175,1.00000,0.00000
Psun_T000004274.NT.trim.NT.macse.trim.filter,Psun_T000004274,ScmyWZ3_6734_HRSCAF_6862,13207476,13212278,-982.434844,3.15115,0.38217,0.00000,0.61783,0.11638,1.00000,0.18077,0.11638,1.00000,0.00000
Psun_T000003900.NT.trim.NT.macse.trim.filter,Psun_T000003900,ScmyWZ3_6734_HRSCAF_6862,498012,507600,-2591.645126,3.55331,0.88998,0.07773,0.03228,0.16840,1.00000,11.14115,0.16840,1.00000,1.77497
Psun_T000004377.NT.trim.NT.macse.trim.filter,Psun_T000004377,ScmyWZ3_6734_HRSCAF_6862,16411431,16464954,-1159.784153,4.90796,0.97559,0.00000,0.02441,0.00000,1.00000,3.15163,0.00000,1.00000,0.00000
Psun_T000004142.NT.trim.NT.macse.trim.filter,Psun_T000004142,ScmyWZ3_6734_HRSCAF_6862,7995690,8010314,-2253.190888,3.66624,0.77643,0.11998,0.10359,0.06071,1.00000,0.00000,0.06071,1.00000,7.27396
Psun_T000004073.NT.trim.NT.macse.trim.filter,Psun_T000004073,ScmyWZ3_6734_HRSCAF_6862,6207723,6216923,-2452.857452,2.53763,0.34922,0.00000,0.65078,0.21364,1.00000,0.00000,0.21364,1.00000,0.00324
Psun_T000004396.NT.trim.NT.macse.trim.filter,Psun_T000004396,ScmyWZ3_6734_HRSCAF_6862,17107430,17118558,-1582.201447,3.03346,0.88789,0.05071,0.06140,0.02568,1.00000,1.92541,0.02568,1.00000,0.00000
Psun_T000004475.NT.trim.NT.macse.trim.filter,Psun_T000004475,ScmyWZ3_6734_HRSCAF_6862,18964271,18969383,-969.807063,5.72006,0.05022,0.00000,0.94978,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
Psun_T000004544.NT.trim.NT.macse.trim.filter,Psun_T000004544,ScmyWZ3_6734_HRSCAF_6862,21516759,21518914,-791.850093,4.12743,0.00000,0.00000,1.00000,0.19356,1.00000,0.04211,0.19356,1.00000,0.19417
Psun_T000004385.NT.trim.NT.macse.trim.filter,Psun_T000004385,ScmyWZ3_6734_HRSCAF_6862,16848173,16861926,-1377.335974,14.49349,0.98410,0.00000,0.01590,0.00000,1.00000,5.56252,0.00000,1.00000,17.53175
Psun_T000003892.NT.trim.NT.macse.trim.filter,Psun_T000003892,ScmyWZ3_6734_HRSCAF_6862,434725,439524,-2477.484307,3.12926,0.88754,0.10772,0.00474,0.05166,1.00000,143.96519,0.05166,1.00000,0.00000
Psun_T000004155.NT.trim.NT.macse.trim.filter,Psun_T000004155,ScmyWZ3_6734_HRSCAF_6862,8598512,8610213,-2398.477946,4.07133,0.72425,0.21069,0.06506,0.00000,1.00000,3.23305,0.00000,1.00000,0.00000
Psun_T000004633.NT.trim.NT.macse.trim.filter,Psun_T000004633,ScmyWZ3_6734_HRSCAF_6862,24848907,24857790,-1072.642347,5.22260,0.64368,0.31445,0.04187,0.00000,1.00000,1.79651,0.00000,1.00000,18.58230
Psun_T000003859.NT.trim.NT.macse.trim.filter,Psun_T000003859,ScmyWZ3_6734_HRSCAF_6862,114739,121593,-2774.066044,4.74568,0.99391,0.00000,0.00609,0.22507,1.00000,999.00000,0.22507,1.00000,4.56228
Psun_T000003853.NT.trim.NT.macse.trim.filter,Psun_T000003853,ScmyWZ3_6734_HRSCAF_6862,93470,101456,-2576.295582,7.14989,0.90506,0.00000,0.09494,0.00000,1.00000,4.51354,0.00000,1.00000,1.43014
Psun_T000004245.NT.trim.NT.macse.trim.filter,Psun_T000004245,ScmyWZ3_6734_HRSCAF_6862,12323490,12329504,-2514.682368,4.26689,0.91002,0.00000,0.08998,0.09552,1.00000,1.58200,0.09552,1.00000,0.11814
Psun_T000004721.NT.trim.NT.macse.trim.filter,Psun_T000004721,ScmyWZ3_6734_HRSCAF_6862,29408155,29409613,-681.441995,4.07309,0.80267,0.00000,0.19733,0.00000,1.00000,3.43190,0.00000,1.00000,5.17619
Psun_T000004694.NT.trim.NT.macse.trim.filter,Psun_T000004694,ScmyWZ3_6734_HRSCAF_6862,27997745,28002150,-935.984682,3.88054,0.99174,0.00000,0.00826,0.26389,1.00000,10.21480,0.26389,1.00000,17.25152
Psun_T000004004.NT.trim.NT.macse.trim.filter,Psun_T000004004,ScmyWZ3_6734_HRSCAF_6862,3760349,3778247,-3246.096969,5.49791,0.90681,0.00000,0.09319,0.08477,1.00000,0.00000,0.08477,1.00000,0.51724
Psun_T000003998.NT.trim.NT.macse.trim.filter,Psun_T000003998,ScmyWZ3_6734_HRSCAF_6862,3725726,3738498,-2955.611431,4.45639,0.95455,0.02822,0.01723,0.13663,1.00000,0.00000,0.13663,1.00000,21.15852
Psun_T000004400.NT.trim.NT.macse.trim.filter,Psun_T000004400,ScmyWZ3_6734_HRSCAF_6862,17216105,17244007,-2198.529498,4.38150,0.61156,0.00000,0.38844,0.12837,1.00000,0.24536,0.12837,1.00000,0.00000
Psun_T000003888.NT.trim.NT.macse.trim.filter,Psun_T000003888,ScmyWZ3_6734_HRSCAF_6862,397034,410120,-2937.826793,3.99728,0.00580,0.01506,0.97914,0.00000,1.00000,0.00411,0.00000,1.00000,0.00000
Psun_T000004562.NT.trim.NT.macse.trim.filter,Psun_T000004562,ScmyWZ3_6734_HRSCAF_6862,21868423,21879899,-1874.981387,5.29629,0.94192,0.00000,0.05808,0.13234,1.00000,9.78624,0.13234,1.00000,2.04886
Psun_T000004523.NT.trim.NT.macse.trim.filter,Psun_T000004523,ScmyWZ3_6734_HRSCAF_6862,20954037,20963107,-2308.888039,4.64479,0.00000,0.00000,1.00000,0.53543,1.00000,0.13571,0.53543,1.00000,0.06697
Psun_T000004635.NT.trim.NT.macse.trim.filter,Psun_T000004635,ScmyWZ3_6734_HRSCAF_6862,24868059,24881467,-2250.163644,4.40227,0.49899,0.27282,0.22818,0.03206,1.00000,0.00000,0.03206,1.00000,0.53412
Psun_T000004782.NT.trim.NT.macse.trim.filter,Psun_T000004782,ScmyWZ3_6734_HRSCAF_6862,31492808,31499863,-1433.937456,3.94844,0.87083,0.00000,0.12917,0.14532,1.00000,0.00000,0.14532,1.00000,0.68120
Psun_T000004410.NT.trim.NT.macse.trim.filter,Psun_T000004410,ScmyWZ3_6734_HRSCAF_6862,17395963,17409066,-2563.498874,2.43863,0.80688,0.16075,0.03237,0.05267,1.00000,0.00000,0.05267,1.00000,16.30022
Psun_T000004632.NT.trim.NT.macse.trim.filter,Psun_T000004632,ScmyWZ3_6734_HRSCAF_6862,24813980,24845697,-1752.034467,3.66448,0.80875,0.05710,0.13415,0.07353,1.00000,0.00000,0.07353,1.00000,0.17812
Psun_T000003885.NT.trim.NT.macse.trim.filter,Psun_T000003885,ScmyWZ3_6734_HRSCAF_6862,380240,384485,-2929.844739,4.66279,0.00217,0.02616,0.97167,0.00000,1.00000,0.00000,0.00000,1.00000,0.00667
Psun_T000004820.NT.trim.NT.macse.trim.filter,Psun_T000004820,ScmyWZ3_6734_HRSCAF_6862,32562267,32574240,-1224.559278,5.39605,0.88221,0.00000,0.11779,0.13685,1.00000,0.00000,0.13685,1.00000,0.31058
Psun_T000004365.NT.trim.NT.macse.trim.filter,Psun_T000004365,ScmyWZ3_6734_HRSCAF_6862,16017256,16034787,-2865.133200,3.99005,0.33006,0.62359,0.04635,0.00000,1.00000,4.38685,0.00000,1.00000,0.00000
Psun_T000004742.NT.trim.NT.macse.trim.filter,Psun_T000004742,ScmyWZ3_6734_HRSCAF_6862,30213693,30218799,-1677.430443,3.36617,0.98198,0.00000,0.01802,0.06261,1.00000,4.67905,0.06261,1.00000,0.00000
Psun_T000004783.NT.trim.NT.macse.trim.filter,Psun_T000004783,ScmyWZ3_6734_HRSCAF_6862,31528230,31544857,-1512.805127,2.40240,0.97460,0.00000,0.02540,0.12280,1.00000,4.61561,0.12280,1.00000,2.17912
Psun_T000004920.NT.trim.NT.macse.trim.filter,Psun_T000004920,ScmyWZ3_6734_HRSCAF_6862,38346674,38366719,-838.502485,7.14263,0.84427,0.00000,0.15573,0.00000,1.00000,2.02823,0.00000,1.00000,1.70876
Psun_T000004618.NT.trim.NT.macse.trim.filter,Psun_T000004618,ScmyWZ3_6734_HRSCAF_6862,24598588,24602868,-1976.511688,5.02099,0.86531,0.04116,0.09354,0.03154,1.00000,1.02536,0.03154,1.00000,0.00000
Psun_T000004775.NT.trim.NT.macse.trim.filter,Psun_T000004775,ScmyWZ3_6734_HRSCAF_6862,30932442,30947414,-1971.430719,3.32143,0.96750,0.00000,0.03250,0.05956,1.00000,65.92641,0.05956,1.00000,11.46982
Psun_T000004595.NT.trim.NT.macse.trim.filter,Psun_T000004595,ScmyWZ3_6734_HRSCAF_6862,23763132,23771843,-2120.715531,3.33892,0.70245,0.00000,0.29755,0.08354,1.00000,0.12061,0.08354,1.00000,0.00000
Psun_T000004585.NT.trim.NT.macse.trim.filter,Psun_T000004585,ScmyWZ3_6734_HRSCAF_6862,23023511,23038958,-2500.476557,5.38971,0.16701,0.00000,0.83299,0.60858,1.00000,0.06664,0.60858,1.00000,0.00000
Psun_T000004887.NT.trim.NT.macse.trim.filter,Psun_T000004887,ScmyWZ3_6734_HRSCAF_6862,37109515,37132614,-1224.669472,3.48610,0.00000,0.00000,1.00000,0.43583,1.00000,0.04196,0.43583,1.00000,0.03122
Psun_T000004126.NT.trim.NT.macse.trim.filter,Psun_T000004126,ScmyWZ3_6734_HRSCAF_6862,7737909,7763793,-3458.689274,4.31697,0.97219,0.01835,0.00946,0.03099,1.00000,0.00000,0.03099,1.00000,19.15760
Psun_T000004831.NT.trim.NT.macse.trim.filter,Psun_T000004831,ScmyWZ3_6734_HRSCAF_6862,32798413,32836269,-1653.098152,4.48293,1.00000,0.00000,0.00000,0.07305,1.00000,0.00000,0.07305,1.00000,0.00000
Psun_T000004988.NT.trim.NT.macse.trim.filter,Psun_T000004988,ScmyWZ3_6734_HRSCAF_6862,43517245,43528202,-677.831278,2.49306,0.98642,0.00000,0.01358,0.04779,1.00000,35.92489,0.04779,1.00000,0.00000
Psun_T000004871.NT.trim.NT.macse.trim.filter,Psun_T000004871,ScmyWZ3_6734_HRSCAF_6862,36309254,36328387,-1470.499079,4.06429,0.77670,0.10212,0.12118,0.34582,1.00000,5.88622,0.34582,1.00000,0.00000
Psun_T000004918.NT.trim.NT.macse.trim.filter,Psun_T000004918,ScmyWZ3_6734_HRSCAF_6862,38281181,38311417,-1651.742856,6.14057,0.80711,0.00000,0.19289,0.00000,1.00000,2.14028,0.00000,1.00000,0.36151
Psun_T000004860.NT.trim.NT.macse.trim.filter,Psun_T000004860,ScmyWZ3_6734_HRSCAF_6862,34298856,34310191,-1894.521332,3.42464,0.58134,0.19254,0.22612,0.02107,1.00000,5.91704,0.02107,1.00000,1.40759
Psun_T000004733.NT.trim.NT.macse.trim.filter,Psun_T000004733,ScmyWZ3_6734_HRSCAF_6862,29720217,29728602,-2338.480555,3.19833,0.97568,0.00000,0.02432,0.05627,1.00000,1.95640,0.05627,1.00000,0.00000
Psun_T000005061.NT.trim.NT.macse.trim.filter,Psun_T000005061,ScmyWZ3_6734_HRSCAF_6862,56099483,56132108,-731.449057,3.71728,0.00000,0.03375,0.96625,0.00000,1.00000,0.05933,0.00000,1.00000,0.00000
Psun_T000005079.NT.trim.NT.macse.trim.filter,Psun_T000005079,ScmyWZ3_6734_HRSCAF_6862,59281378,59286013,-219.918564,0.55301,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
Psun_T000004923.NT.trim.NT.macse.trim.filter,Psun_T000004923,ScmyWZ3_6734_HRSCAF_6862,38421947,38447250,-1580.346088,3.31963,0.08164,0.08255,0.83582,0.00000,1.00000,0.00000,0.00000,1.00000,0.00675
Psun_T000003860.NT.trim.NT.macse.trim.filter,Psun_T000003860,ScmyWZ3_6734_HRSCAF_6862,121378,124494,-4620.823090,5.04371,0.52629,0.27822,0.19549,0.00000,1.00000,2.02462,0.00000,1.00000,2.80456
Psun_T000004722.NT.trim.NT.macse.trim.filter,Psun_T000004722,ScmyWZ3_6734_HRSCAF_6862,29418811,29449027,-2339.978549,3.83915,0.59920,0.00000,0.40080,0.11485,1.00000,0.00000,0.11485,1.00000,0.19397
Psun_T000005213.NT.trim.NT.macse.trim.filter,Psun_T000005213,ScmyWZ3_6734_HRSCAF_6862,79953142,79964000,-553.947655,0.83749,0.18431,0.01151,0.80418,0.33823,1.00000,0.00000,0.33823,1.00000,0.20632
Psun_T000004112.NT.trim.NT.macse.trim.filter,Psun_T000004112,ScmyWZ3_6734_HRSCAF_6862,7536354,7551129,-3536.597865,6.67339,0.22834,0.02758,0.74408,0.02632,1.00000,0.01779,0.02632,1.00000,0.03060
Psun_T000004921.NT.trim.NT.macse.trim.filter,Psun_T000004921,ScmyWZ3_6734_HRSCAF_6862,38372222,38388321,-2086.862117,4.42878,0.96540,0.00000,0.03460,0.02746,1.00000,2.21377,0.02746,1.00000,0.00000
Psun_T000004047.NT.trim.NT.macse.trim.filter,Psun_T000004047,ScmyWZ3_6734_HRSCAF_6862,5289337,5305824,-3813.264747,4.56362,0.57079,0.01668,0.41252,0.05192,1.00000,0.00000,0.05192,1.00000,0.09025
Psun_T000004657.NT.trim.NT.macse.trim.filter,Psun_T000004657,ScmyWZ3_6734_HRSCAF_6862,25955694,25978415,-2759.963392,7.64941,0.77454,0.00000,0.22546,0.00000,1.00000,0.93703,0.00000,1.00000,0.54252
Psun_T000004816.NT.trim.NT.macse.trim.filter,Psun_T000004816,ScmyWZ3_6734_HRSCAF_6862,32410527,32451982,-1987.300349,1.97740,0.90113,0.00000,0.09887,0.02368,1.00000,0.00000,0.02368,1.00000,0.11669
Psun_T000004844.NT.trim.NT.macse.trim.filter,Psun_T000004844,ScmyWZ3_6734_HRSCAF_6862,33126975,33142248,-2856.552670,4.15044,0.00000,0.15398,0.84602,0.00000,1.00000,0.00000,0.00000,1.00000,0.12408
Psun_T000005251.NT.trim.NT.macse.trim.filter,Psun_T000005251,ScmyWZ3_6734_HRSCAF_6862,87894879,87901738,-541.083805,11.29703,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.04988
Psun_T000005032.NT.trim.NT.macse.trim.filter,Psun_T000005032,ScmyWZ3_6734_HRSCAF_6862,49447061,49460709,-1295.961734,5.55633,0.89671,0.00000,0.10329,0.00000,1.00000,4.86272,0.00000,1.00000,2.77595
Psun_T000004800.NT.trim.NT.macse.trim.filter,Psun_T000004800,ScmyWZ3_6734_HRSCAF_6862,31942212,31945823,-2833.727805,3.61960,0.65416,0.00000,0.34584,0.00000,1.00000,0.32611,0.00000,1.00000,0.65477
Psun_T000004333.NT.trim.NT.macse.trim.filter,Psun_T000004333,ScmyWZ3_6734_HRSCAF_6862,15205415,15247718,-3331.005976,5.28366,0.99836,0.00000,0.00164,0.00000,1.00000,0.00000,0.00000,1.00000,18.50131
Psun_T000005231.NT.trim.NT.macse.trim.filter,Psun_T000005231,ScmyWZ3_6734_HRSCAF_6862,83534584,83568772,-1575.564687,2.79023,0.95643,0.00000,0.04357,0.09419,1.00000,3.43145,0.09419,1.00000,2.48139
Psun_T000005218.NT.trim.NT.macse.trim.filter,Psun_T000005218,ScmyWZ3_6734_HRSCAF_6862,80623932,80636622,-1146.999119,3.75457,0.00000,0.01319,0.98681,0.00000,1.00000,0.00000,0.00000,1.00000,0.04873
Psun_T000005222.NT.trim.NT.macse.trim.filter,Psun_T000005222,ScmyWZ3_6734_HRSCAF_6862,80795625,80799620,-1132.385985,2.67777,0.97666,0.00000,0.02334,0.15296,1.00000,0.00000,0.15296,1.00000,328.92397
