scaff,chrome,gene.len
ScmyWZ3_7291_HRSCAF_7434,1,1384.0
ScmyWZ3_7291_HRSCAF_7434,1,4645.0
ScmyWZ3_7291_HRSCAF_7434,1,32465.0
ScmyWZ3_7291_HRSCAF_7434,1,3046.0
ScmyWZ3_7291_HRSCAF_7434,1,11358.0
ScmyWZ3_7291_HRSCAF_7434,1,34962.0
ScmyWZ3_7291_HRSCAF_7434,1,35551.0
ScmyWZ3_7291_HRSCAF_7434,1,10280.0
ScmyWZ3_7291_HRSCAF_7434,1,29738.0
ScmyWZ3_7291_HRSCAF_7434,1,57826.0
ScmyWZ3_7291_HRSCAF_7434,1,12384.0
ScmyWZ3_7291_HRSCAF_7434,1,3267.0
ScmyWZ3_7291_HRSCAF_7434,1,10565.0
ScmyWZ3_7291_HRSCAF_7434,1,14175.0
ScmyWZ3_7291_HRSCAF_7434,1,2730.0
ScmyWZ3_7291_HRSCAF_7434,1,26894.0
ScmyWZ3_7291_HRSCAF_7434,1,7157.0
ScmyWZ3_7291_HRSCAF_7434,1,3788.0
ScmyWZ3_7291_HRSCAF_7434,1,20230.0
ScmyWZ3_7291_HRSCAF_7434,1,3277.0
ScmyWZ3_7291_HRSCAF_7434,1,217.0
ScmyWZ3_7291_HRSCAF_7434,1,18735.0
ScmyWZ3_7291_HRSCAF_7434,1,3719.0
ScmyWZ3_7291_HRSCAF_7434,1,16813.0
ScmyWZ3_7291_HRSCAF_7434,1,21771.0
ScmyWZ3_7291_HRSCAF_7434,1,25620.0
ScmyWZ3_7291_HRSCAF_7434,1,10964.0
ScmyWZ3_7291_HRSCAF_7434,1,2790.0
ScmyWZ3_7291_HRSCAF_7434,1,24087.0
ScmyWZ3_7291_HRSCAF_7434,1,10720.0
ScmyWZ3_7291_HRSCAF_7434,1,11641.0
ScmyWZ3_7291_HRSCAF_7434,1,4906.0
ScmyWZ3_7291_HRSCAF_7434,1,3322.0
ScmyWZ3_7291_HRSCAF_7434,1,21340.0
ScmyWZ3_7291_HRSCAF_7434,1,8991.0
ScmyWZ3_7291_HRSCAF_7434,1,13495.0
ScmyWZ3_7291_HRSCAF_7434,1,29032.0
ScmyWZ3_7291_HRSCAF_7434,1,23848.0
ScmyWZ3_7291_HRSCAF_7434,1,8091.0
ScmyWZ3_7291_HRSCAF_7434,1,13976.0
ScmyWZ3_7291_HRSCAF_7434,1,11974.0
ScmyWZ3_7291_HRSCAF_7434,1,2563.0
ScmyWZ3_7291_HRSCAF_7434,1,22662.0
ScmyWZ3_7291_HRSCAF_7434,1,21163.0
ScmyWZ3_7291_HRSCAF_7434,1,7833.0
ScmyWZ3_7291_HRSCAF_7434,1,9536.0
ScmyWZ3_7291_HRSCAF_7434,1,13762.0
ScmyWZ3_7291_HRSCAF_7434,1,19141.0
ScmyWZ3_7291_HRSCAF_7434,1,1765.0
ScmyWZ3_7291_HRSCAF_7434,1,24147.0
ScmyWZ3_7291_HRSCAF_7434,1,8429.0
ScmyWZ3_7291_HRSCAF_7434,1,17152.0
ScmyWZ3_7291_HRSCAF_7434,1,55903.0
ScmyWZ3_7291_HRSCAF_7434,1,48226.0
ScmyWZ3_7291_HRSCAF_7434,1,39642.0
ScmyWZ3_7291_HRSCAF_7434,1,36030.0
ScmyWZ3_7291_HRSCAF_7434,1,11123.0
ScmyWZ3_7291_HRSCAF_7434,1,20300.0
ScmyWZ3_7291_HRSCAF_7434,1,21509.0
ScmyWZ3_7291_HRSCAF_7434,1,6568.0
ScmyWZ3_7291_HRSCAF_7434,1,7992.0
ScmyWZ3_7291_HRSCAF_7434,1,18582.0
ScmyWZ3_7291_HRSCAF_7434,1,15788.0
ScmyWZ3_7291_HRSCAF_7434,1,9176.0
ScmyWZ3_7291_HRSCAF_7434,1,19241.0
ScmyWZ3_7291_HRSCAF_7434,1,5043.0
ScmyWZ3_7291_HRSCAF_7434,1,10564.0
ScmyWZ3_7291_HRSCAF_7434,1,21853.0
ScmyWZ3_7291_HRSCAF_7434,1,6388.0
ScmyWZ3_7291_HRSCAF_7434,1,13754.0
ScmyWZ3_7291_HRSCAF_7434,1,12166.0
ScmyWZ3_7291_HRSCAF_7434,1,24178.0
ScmyWZ3_7291_HRSCAF_7434,1,18527.0
ScmyWZ3_7291_HRSCAF_7434,1,21697.0
ScmyWZ3_7291_HRSCAF_7434,1,29272.0
ScmyWZ3_7291_HRSCAF_7434,1,25957.0
ScmyWZ3_7291_HRSCAF_7434,1,15726.0
ScmyWZ3_7291_HRSCAF_7434,1,29047.0
ScmyWZ3_7291_HRSCAF_7434,1,86810.0
ScmyWZ3_7291_HRSCAF_7434,1,52551.0
ScmyWZ3_7291_HRSCAF_7434,1,16899.0
ScmyWZ3_7291_HRSCAF_7434,1,17899.0
ScmyWZ3_7291_HRSCAF_7434,1,10758.0
ScmyWZ3_7291_HRSCAF_7434,1,570.0
ScmyWZ3_7291_HRSCAF_7434,1,10475.0
ScmyWZ3_7291_HRSCAF_7434,1,23564.0
ScmyWZ3_7291_HRSCAF_7434,1,3573.0
ScmyWZ3_7291_HRSCAF_7434,1,3091.0
ScmyWZ3_7291_HRSCAF_7434,1,11326.0
ScmyWZ3_7291_HRSCAF_7434,1,9330.0
ScmyWZ3_7291_HRSCAF_7434,1,27591.0
ScmyWZ3_7291_HRSCAF_7434,1,22763.0
ScmyWZ3_7291_HRSCAF_7434,1,35887.0
ScmyWZ3_7291_HRSCAF_7434,1,999.0
ScmyWZ3_7291_HRSCAF_7434,1,9397.0
ScmyWZ3_7291_HRSCAF_7434,1,48000.0
ScmyWZ3_7291_HRSCAF_7434,1,11235.0
ScmyWZ3_7291_HRSCAF_7434,1,3814.0
ScmyWZ3_7291_HRSCAF_7434,1,24634.0
ScmyWZ3_7291_HRSCAF_7434,1,27502.0
ScmyWZ3_7291_HRSCAF_7434,1,5008.0
ScmyWZ3_7291_HRSCAF_7434,1,15255.0
ScmyWZ3_7291_HRSCAF_7434,1,18824.0
ScmyWZ3_7291_HRSCAF_7434,1,27886.0
ScmyWZ3_7291_HRSCAF_7434,1,2708.0
ScmyWZ3_7291_HRSCAF_7434,1,13009.0
ScmyWZ3_7291_HRSCAF_7434,1,18310.0
ScmyWZ3_7291_HRSCAF_7434,1,2668.0
ScmyWZ3_7291_HRSCAF_7434,1,17601.0
ScmyWZ3_7291_HRSCAF_7434,1,21931.0
ScmyWZ3_7291_HRSCAF_7434,1,345.0
ScmyWZ3_7291_HRSCAF_7434,1,6985.0
ScmyWZ3_7291_HRSCAF_7434,1,8664.0
ScmyWZ3_7291_HRSCAF_7434,1,5078.0
ScmyWZ3_7291_HRSCAF_7434,1,22587.0
ScmyWZ3_7291_HRSCAF_7434,1,15075.0
ScmyWZ3_7291_HRSCAF_7434,1,6616.0
ScmyWZ3_7291_HRSCAF_7434,1,53505.0
ScmyWZ3_7291_HRSCAF_7434,1,1923.0
ScmyWZ3_7291_HRSCAF_7434,1,10415.0
ScmyWZ3_7291_HRSCAF_7434,1,32798.0
ScmyWZ3_7291_HRSCAF_7434,1,31036.0
ScmyWZ3_7291_HRSCAF_7434,1,60434.0
ScmyWZ3_7291_HRSCAF_7434,1,9668.0
ScmyWZ3_7291_HRSCAF_7434,1,5522.0
ScmyWZ3_7291_HRSCAF_7434,1,11895.0
ScmyWZ3_7291_HRSCAF_7434,1,20546.0
ScmyWZ3_7291_HRSCAF_7434,1,64235.0
ScmyWZ3_7291_HRSCAF_7434,1,956.0
ScmyWZ3_7291_HRSCAF_7434,1,60666.0
ScmyWZ3_7291_HRSCAF_7434,1,17598.0
ScmyWZ3_7291_HRSCAF_7434,1,12149.0
ScmyWZ3_7291_HRSCAF_7434,1,12181.0
ScmyWZ3_7291_HRSCAF_7434,1,12722.0
ScmyWZ3_7291_HRSCAF_7434,1,36432.0
ScmyWZ3_7291_HRSCAF_7434,1,6730.0
ScmyWZ3_7291_HRSCAF_7434,1,8904.0
ScmyWZ3_7291_HRSCAF_7434,1,1352.0
ScmyWZ3_7291_HRSCAF_7434,1,18508.0
ScmyWZ3_7291_HRSCAF_7434,1,11437.0
ScmyWZ3_7291_HRSCAF_7434,1,38963.0
ScmyWZ3_7291_HRSCAF_7434,1,14825.0
ScmyWZ3_7291_HRSCAF_7434,1,13367.0
ScmyWZ3_7291_HRSCAF_7434,1,34442.0
ScmyWZ3_7291_HRSCAF_7434,1,10873.0
ScmyWZ3_7291_HRSCAF_7434,1,41566.0
ScmyWZ3_7291_HRSCAF_7434,1,8299.0
ScmyWZ3_7291_HRSCAF_7434,1,7631.0
ScmyWZ3_7291_HRSCAF_7434,1,68058.0
ScmyWZ3_7291_HRSCAF_7434,1,24479.0
ScmyWZ3_7291_HRSCAF_7434,1,29242.0
ScmyWZ3_7291_HRSCAF_7434,1,35205.0
ScmyWZ3_7291_HRSCAF_7434,1,4378.0
ScmyWZ3_7291_HRSCAF_7434,1,323.0
ScmyWZ3_7291_HRSCAF_7434,1,24329.0
ScmyWZ3_7291_HRSCAF_7434,1,1001.0
ScmyWZ3_7291_HRSCAF_7434,1,20248.0
ScmyWZ3_7291_HRSCAF_7434,1,23331.0
ScmyWZ3_7291_HRSCAF_7434,1,17534.0
ScmyWZ3_7291_HRSCAF_7434,1,40126.0
ScmyWZ3_7291_HRSCAF_7434,1,60995.0
ScmyWZ3_7291_HRSCAF_7434,1,12207.0
ScmyWZ3_7291_HRSCAF_7434,1,11500.0
ScmyWZ3_7291_HRSCAF_7434,1,26937.0
ScmyWZ3_7291_HRSCAF_7434,1,8348.0
ScmyWZ3_7291_HRSCAF_7434,1,70123.0
ScmyWZ3_7291_HRSCAF_7434,1,7481.0
ScmyWZ3_7291_HRSCAF_7434,1,2481.0
ScmyWZ3_7291_HRSCAF_7434,1,6764.0
ScmyWZ3_7291_HRSCAF_7434,1,2394.0
ScmyWZ3_7291_HRSCAF_7434,1,83270.0
ScmyWZ3_7291_HRSCAF_7434,1,35120.0
ScmyWZ3_7291_HRSCAF_7434,1,388.0
ScmyWZ3_7291_HRSCAF_7434,1,20677.0
ScmyWZ3_7291_HRSCAF_7434,1,5418.0
ScmyWZ3_7291_HRSCAF_7434,1,14733.0
ScmyWZ3_7291_HRSCAF_7434,1,7724.0
ScmyWZ3_7291_HRSCAF_7434,1,10532.0
ScmyWZ3_7291_HRSCAF_7434,1,1470.0
ScmyWZ3_7291_HRSCAF_7434,1,7076.0
