# GFF/GTF parsing and conversion.
# PYTHON VERSION: 3.8.5
# Script call:    /home/gt156213e/bin/core/gxf_parse.py -i dwarf_hamster_23Oct2018_myWZ3.all.gff -s maker -p Psun -o psun-genes.tab --notranscripts --noexons
# Runtime:        10/29/2020 14:06:52
# ----------------
# Input file:            dwarf_hamster_23Oct2018_myWZ3.all.gff
# Input source:          maker
# Feature ID prefix:     Psun
# Output file:           psun-genes.tab
# --notranscripts set:   Not writing transcript coordinates and IDs.
# --noexons set:         Not writing exon coordinates and IDs.
# ----------------
# 10.29.2020 | 14:06:52 Detecting compression...
# 10.29.2020 | 14:06:52 Reading genes...
# Genes read:            27988
# ----------------
# 10.29.2020 | 14:09:07 Writing output...
feature id	feature type	chr	start	end	strand	parent ids	num child features
Psun_G000003898	gene	ScmyWZ3_6734_HRSCAF_6862	488815	490199	+	NA	0
Psun_G000003900	gene	ScmyWZ3_6734_HRSCAF_6862	498012	507600	+	NA	0
Psun_G000003901	gene	ScmyWZ3_6734_HRSCAF_6862	512856	528431	+	NA	0
Psun_G000003902	gene	ScmyWZ3_6734_HRSCAF_6862	529832	535420	+	NA	0
Psun_G000003899	gene	ScmyWZ3_6734_HRSCAF_6862	496864	506390	-	NA	0
Psun_G000003903	gene	ScmyWZ3_6734_HRSCAF_6862	535888	540656	-	NA	0
Psun_G000003904	gene	ScmyWZ3_6734_HRSCAF_6862	542157	544420	-	NA	0
Psun_G000003905	gene	ScmyWZ3_6734_HRSCAF_6862	577173	577844	-	NA	0
Psun_G000003906	gene	ScmyWZ3_6734_HRSCAF_6862	578173	581317	-	NA	0
Psun_G000003887	gene	ScmyWZ3_6734_HRSCAF_6862	393788	396876	+	NA	0
Psun_G000003889	gene	ScmyWZ3_6734_HRSCAF_6862	410191	414770	+	NA	0
Psun_G000003890	gene	ScmyWZ3_6734_HRSCAF_6862	416527	419706	+	NA	0
Psun_G000003894	gene	ScmyWZ3_6734_HRSCAF_6862	448989	462083	+	NA	0
Psun_G000003885	gene	ScmyWZ3_6734_HRSCAF_6862	380240	384485	-	NA	0
Psun_G000003886	gene	ScmyWZ3_6734_HRSCAF_6862	385753	393127	-	NA	0
Psun_G000003888	gene	ScmyWZ3_6734_HRSCAF_6862	397034	410120	-	NA	0
Psun_G000003891	gene	ScmyWZ3_6734_HRSCAF_6862	420524	432888	-	NA	0
Psun_G000003892	gene	ScmyWZ3_6734_HRSCAF_6862	434725	439524	-	NA	0
Psun_G000003893	gene	ScmyWZ3_6734_HRSCAF_6862	447479	449261	-	NA	0
Psun_G000003895	gene	ScmyWZ3_6734_HRSCAF_6862	453533	465906	-	NA	0
Psun_G000003896	gene	ScmyWZ3_6734_HRSCAF_6862	469225	476229	-	NA	0
Psun_G000003897	gene	ScmyWZ3_6734_HRSCAF_6862	481315	485130	-	NA	0
Psun_G000003884	gene	ScmyWZ3_6734_HRSCAF_6862	379431	380171	-	NA	0
Psun_G000003915	gene	ScmyWZ3_6734_HRSCAF_6862	689861	690757	-	NA	0
Psun_G000003916	gene	ScmyWZ3_6734_HRSCAF_6862	691038	710681	-	NA	0
Psun_G000003917	gene	ScmyWZ3_6734_HRSCAF_6862	718250	749555	-	NA	0
Psun_G000003914	gene	ScmyWZ3_6734_HRSCAF_6862	688795	689608	-	NA	0
Psun_G000003907	gene	ScmyWZ3_6734_HRSCAF_6862	596523	611751	+	NA	0
Psun_G000003908	gene	ScmyWZ3_6734_HRSCAF_6862	619295	625313	+	NA	0
Psun_G000003911	gene	ScmyWZ3_6734_HRSCAF_6862	636416	653981	+	NA	0
Psun_G000003909	gene	ScmyWZ3_6734_HRSCAF_6862	623756	625308	-	NA	0
Psun_G000003910	gene	ScmyWZ3_6734_HRSCAF_6862	630258	635345	-	NA	0
Psun_G000003912	gene	ScmyWZ3_6734_HRSCAF_6862	654064	654793	-	NA	0
Psun_G000003913	gene	ScmyWZ3_6734_HRSCAF_6862	655041	667713	-	NA	0
Psun_G000003924	gene	ScmyWZ3_6734_HRSCAF_6862	893893	901590	+	NA	0
Psun_G000003923	gene	ScmyWZ3_6734_HRSCAF_6862	879281	881464	-	NA	0
Psun_G000003925	gene	ScmyWZ3_6734_HRSCAF_6862	973315	977659	-	NA	0
Psun_G000003926	gene	ScmyWZ3_6734_HRSCAF_6862	977683	978832	-	NA	0
Psun_G000003927	gene	ScmyWZ3_6734_HRSCAF_6862	981819	993299	+	NA	0
Psun_G000003928	gene	ScmyWZ3_6734_HRSCAF_6862	995430	1001365	-	NA	0
Psun_G000003922	gene	ScmyWZ3_6734_HRSCAF_6862	868888	878633	+	NA	0
Psun_G000003918	gene	ScmyWZ3_6734_HRSCAF_6862	803480	803801	-	NA	0
Psun_G000003919	gene	ScmyWZ3_6734_HRSCAF_6862	803958	806673	-	NA	0
Psun_G000003920	gene	ScmyWZ3_6734_HRSCAF_6862	807463	851213	-	NA	0
Psun_G000003921	gene	ScmyWZ3_6734_HRSCAF_6862	852597	865417	-	NA	0
Psun_G000003929	gene	ScmyWZ3_6734_HRSCAF_6862	1083656	1093808	+	NA	0
Psun_G000003931	gene	ScmyWZ3_6734_HRSCAF_6862	1157214	1165201	+	NA	0
Psun_G000003930	gene	ScmyWZ3_6734_HRSCAF_6862	1131971	1155747	-	NA	0
Psun_G000003932	gene	ScmyWZ3_6734_HRSCAF_6862	1165330	1172122	-	NA	0
Psun_G000003942	gene	ScmyWZ3_6734_HRSCAF_6862	1301291	1303388	+	NA	0
Psun_G000003943	gene	ScmyWZ3_6734_HRSCAF_6862	1323218	1326003	+	NA	0
Psun_G000003944	gene	ScmyWZ3_6734_HRSCAF_6862	1327210	1341204	-	NA	0
Psun_G000003946	gene	ScmyWZ3_6734_HRSCAF_6862	1359053	1371744	-	NA	0
Psun_G000003945	gene	ScmyWZ3_6734_HRSCAF_6862	1357791	1358466	-	NA	0
Psun_G000003941	gene	ScmyWZ3_6734_HRSCAF_6862	1300122	1300578	+	NA	0
Psun_G000003934	gene	ScmyWZ3_6734_HRSCAF_6862	1210480	1225444	+	NA	0
Psun_G000003935	gene	ScmyWZ3_6734_HRSCAF_6862	1230571	1256670	+	NA	0
Psun_G000003940	gene	ScmyWZ3_6734_HRSCAF_6862	1285846	1287791	+	NA	0
Psun_G000003933	gene	ScmyWZ3_6734_HRSCAF_6862	1194619	1206003	-	NA	0
Psun_G000003936	gene	ScmyWZ3_6734_HRSCAF_6862	1241175	1249461	-	NA	0
Psun_G000003938	gene	ScmyWZ3_6734_HRSCAF_6862	1259346	1275104	-	NA	0
Psun_G000003939	gene	ScmyWZ3_6734_HRSCAF_6862	1276962	1278199	-	NA	0
Psun_G000003937	gene	ScmyWZ3_6734_HRSCAF_6862	1257072	1257374	+	NA	0
Psun_G000003947	gene	ScmyWZ3_6734_HRSCAF_6862	1528463	1531914	+	NA	0
Psun_G000003948	gene	ScmyWZ3_6734_HRSCAF_6862	1550710	1556530	-	NA	0
Psun_G000003949	gene	ScmyWZ3_6734_HRSCAF_6862	1663086	1663584	+	NA	0
Psun_G000003959	gene	ScmyWZ3_6734_HRSCAF_6862	2003108	2006410	+	NA	0
Psun_G000003960	gene	ScmyWZ3_6734_HRSCAF_6862	2007613	2009907	+	NA	0
Psun_G000003962	gene	ScmyWZ3_6734_HRSCAF_6862	2013533	2015661	+	NA	0
Psun_G000003961	gene	ScmyWZ3_6734_HRSCAF_6862	2007965	2012482	-	NA	0
Psun_G000003963	gene	ScmyWZ3_6734_HRSCAF_6862	2016083	2022751	-	NA	0
Psun_G000003950	gene	ScmyWZ3_6734_HRSCAF_6862	1829929	1871427	+	NA	0
Psun_G000003951	gene	ScmyWZ3_6734_HRSCAF_6862	1872283	1873418	+	NA	0
Psun_G000003953	gene	ScmyWZ3_6734_HRSCAF_6862	1887685	1889532	+	NA	0
Psun_G000003954	gene	ScmyWZ3_6734_HRSCAF_6862	1896079	1905702	+	NA	0
Psun_G000003956	gene	ScmyWZ3_6734_HRSCAF_6862	1922174	1924985	+	NA	0
Psun_G000003957	gene	ScmyWZ3_6734_HRSCAF_6862	1927783	1929921	+	NA	0
Psun_G000003955	gene	ScmyWZ3_6734_HRSCAF_6862	1911625	1921032	-	NA	0
Psun_G000003958	gene	ScmyWZ3_6734_HRSCAF_6862	1929340	1942057	-	NA	0
Psun_G000003952	gene	ScmyWZ3_6734_HRSCAF_6862	1873984	1875366	+	NA	0
Psun_G000003964	gene	ScmyWZ3_6734_HRSCAF_6862	2083820	2096085	+	NA	0
Psun_G000003966	gene	ScmyWZ3_6734_HRSCAF_6862	2110261	2110606	+	NA	0
Psun_G000003967	gene	ScmyWZ3_6734_HRSCAF_6862	2111990	2121796	+	NA	0
Psun_G000003968	gene	ScmyWZ3_6734_HRSCAF_6862	2122540	2124524	+	NA	0
Psun_G000003969	gene	ScmyWZ3_6734_HRSCAF_6862	2124668	2125183	+	NA	0
Psun_G000003970	gene	ScmyWZ3_6734_HRSCAF_6862	2126708	2138888	-	NA	0
Psun_G000003973	gene	ScmyWZ3_6734_HRSCAF_6862	2148535	2177265	-	NA	0
Psun_G000003974	gene	ScmyWZ3_6734_HRSCAF_6862	2177284	2181570	-	NA	0
Psun_G000003965	gene	ScmyWZ3_6734_HRSCAF_6862	2103254	2104494	+	NA	0
Psun_G000003972	gene	ScmyWZ3_6734_HRSCAF_6862	2147633	2148188	-	NA	0
Psun_G000003971	gene	ScmyWZ3_6734_HRSCAF_6862	2145871	2147320	-	NA	0
Psun_G000003979	gene	ScmyWZ3_6734_HRSCAF_6862	2391686	2397853	+	NA	0
Psun_G000003975	gene	ScmyWZ3_6734_HRSCAF_6862	2181541	2192965	+	NA	0
Psun_G000003977	gene	ScmyWZ3_6734_HRSCAF_6862	2196891	2200868	-	NA	0
Psun_G000003978	gene	ScmyWZ3_6734_HRSCAF_6862	2200885	2201442	-	NA	0
Psun_G000003976	gene	ScmyWZ3_6734_HRSCAF_6862	2193269	2195990	+	NA	0
Psun_G000003981	gene	ScmyWZ3_6734_HRSCAF_6862	2670653	2680142	+	NA	0
Psun_G000003980	gene	ScmyWZ3_6734_HRSCAF_6862	2602018	2605661	-	NA	0
Psun_G000003984	gene	ScmyWZ3_6734_HRSCAF_6862	2851568	2858742	-	NA	0
Psun_G000003982	gene	ScmyWZ3_6734_HRSCAF_6862	2708058	2708897	+	NA	0
Psun_G000003983	gene	ScmyWZ3_6734_HRSCAF_6862	2740968	2765214	+	NA	0
Psun_G000003987	gene	ScmyWZ3_6734_HRSCAF_6862	3514983	3520397	+	NA	0
Psun_G000003991	gene	ScmyWZ3_6734_HRSCAF_6862	3548772	3555587	+	NA	0
Psun_G000003985	gene	ScmyWZ3_6734_HRSCAF_6862	3505890	3507221	-	NA	0
Psun_G000003986	gene	ScmyWZ3_6734_HRSCAF_6862	3507591	3513336	-	NA	0
Psun_G000003989	gene	ScmyWZ3_6734_HRSCAF_6862	3527525	3531999	-	NA	0
Psun_G000003990	gene	ScmyWZ3_6734_HRSCAF_6862	3540472	3543531	-	NA	0
Psun_G000003988	gene	ScmyWZ3_6734_HRSCAF_6862	3521150	3522081	+	NA	0
Psun_G000003992	gene	ScmyWZ3_6734_HRSCAF_6862	3634793	3653518	+	NA	0
Psun_G000003993	gene	ScmyWZ3_6734_HRSCAF_6862	3653598	3655485	+	NA	0
Psun_G000004026	gene	ScmyWZ3_6734_HRSCAF_6862	4089425	4098551	-	NA	0
Psun_G000004004	gene	ScmyWZ3_6734_HRSCAF_6862	3760349	3778247	-	NA	0
Psun_G000004005	gene	ScmyWZ3_6734_HRSCAF_6862	3781368	3786692	-	NA	0
Psun_G000004006	gene	ScmyWZ3_6734_HRSCAF_6862	3796792	3832702	-	NA	0
Psun_G000004007	gene	ScmyWZ3_6734_HRSCAF_6862	3865321	3867862	-	NA	0
Psun_G000004003	gene	ScmyWZ3_6734_HRSCAF_6862	3759105	3759635	-	NA	0
Psun_G000003998	gene	ScmyWZ3_6734_HRSCAF_6862	3725726	3738498	+	NA	0
Psun_G000004002	gene	ScmyWZ3_6734_HRSCAF_6862	3755922	3757038	+	NA	0
Psun_G000003995	gene	ScmyWZ3_6734_HRSCAF_6862	3659359	3667728	-	NA	0
Psun_G000003996	gene	ScmyWZ3_6734_HRSCAF_6862	3668186	3698430	-	NA	0
Psun_G000003997	gene	ScmyWZ3_6734_HRSCAF_6862	3707971	3716627	-	NA	0
Psun_G000004000	gene	ScmyWZ3_6734_HRSCAF_6862	3739982	3744907	-	NA	0
Psun_G000004001	gene	ScmyWZ3_6734_HRSCAF_6862	3748025	3748291	-	NA	0
Psun_G000003994	gene	ScmyWZ3_6734_HRSCAF_6862	3658233	3659271	-	NA	0
Psun_G000003999	gene	ScmyWZ3_6734_HRSCAF_6862	3738504	3740211	+	NA	0
Psun_G000004028	gene	ScmyWZ3_6734_HRSCAF_6862	4431015	4434914	+	NA	0
Psun_G000004029	gene	ScmyWZ3_6734_HRSCAF_6862	4496641	4497434	+	NA	0
Psun_G000004030	gene	ScmyWZ3_6734_HRSCAF_6862	4844140	4845654	+	NA	0
Psun_G000004027	gene	ScmyWZ3_6734_HRSCAF_6862	4228269	4240046	+	NA	0
Psun_G000004015	gene	ScmyWZ3_6734_HRSCAF_6862	3973849	3983098	+	NA	0
Psun_G000004016	gene	ScmyWZ3_6734_HRSCAF_6862	3983495	3985398	+	NA	0
Psun_G000004017	gene	ScmyWZ3_6734_HRSCAF_6862	3988617	3989117	+	NA	0
Psun_G000004018	gene	ScmyWZ3_6734_HRSCAF_6862	3989900	3990328	+	NA	0
Psun_G000004019	gene	ScmyWZ3_6734_HRSCAF_6862	3990578	3991116	+	NA	0
Psun_G000004021	gene	ScmyWZ3_6734_HRSCAF_6862	4013245	4019178	+	NA	0
Psun_G000004022	gene	ScmyWZ3_6734_HRSCAF_6862	4019803	4024649	+	NA	0
Psun_G000004024	gene	ScmyWZ3_6734_HRSCAF_6862	4028092	4028706	+	NA	0
Psun_G000004020	gene	ScmyWZ3_6734_HRSCAF_6862	3992975	4003087	-	NA	0
Psun_G000004023	gene	ScmyWZ3_6734_HRSCAF_6862	4027781	4029678	-	NA	0
Psun_G000004025	gene	ScmyWZ3_6734_HRSCAF_6862	4030512	4068140	-	NA	0
Psun_G000004031	gene	ScmyWZ3_6734_HRSCAF_6862	4897064	4911833	+	NA	0
Psun_G000004032	gene	ScmyWZ3_6734_HRSCAF_6862	4927347	4938397	+	NA	0
Psun_G000004045	gene	ScmyWZ3_6734_HRSCAF_6862	5221178	5224033	+	NA	0
Psun_G000004046	gene	ScmyWZ3_6734_HRSCAF_6862	5228419	5231101	-	NA	0
Psun_G000004042	gene	ScmyWZ3_6734_HRSCAF_6862	5089918	5096089	-	NA	0
Psun_G000004043	gene	ScmyWZ3_6734_HRSCAF_6862	5103197	5119392	-	NA	0
Psun_G000004044	gene	ScmyWZ3_6734_HRSCAF_6862	5139337	5142528	-	NA	0
Psun_G000004050	gene	ScmyWZ3_6734_HRSCAF_6862	5508611	5509006	-	NA	0
Psun_G000004047	gene	ScmyWZ3_6734_HRSCAF_6862	5289337	5305824	+	NA	0
Psun_G000004048	gene	ScmyWZ3_6734_HRSCAF_6862	5307403	5309327	+	NA	0
Psun_G000004053	gene	ScmyWZ3_6734_HRSCAF_6862	5696888	5708564	+	NA	0
Psun_G000004052	gene	ScmyWZ3_6734_HRSCAF_6862	5656786	5669149	-	NA	0
Psun_G000004051	gene	ScmyWZ3_6734_HRSCAF_6862	5656392	5656736	-	NA	0
Psun_G000004008	gene	ScmyWZ3_6734_HRSCAF_6862	3872427	3897847	+	NA	0
Psun_G000004009	gene	ScmyWZ3_6734_HRSCAF_6862	3900493	3902644	-	NA	0
Psun_G000004010	gene	ScmyWZ3_6734_HRSCAF_6862	3903213	3904593	-	NA	0
Psun_G000004011	gene	ScmyWZ3_6734_HRSCAF_6862	3904950	3912143	-	NA	0
Psun_G000004012	gene	ScmyWZ3_6734_HRSCAF_6862	3912874	3921976	-	NA	0
Psun_G000004014	gene	ScmyWZ3_6734_HRSCAF_6862	3957363	3973317	-	NA	0
Psun_G000004013	gene	ScmyWZ3_6734_HRSCAF_6862	3955386	3957324	-	NA	0
Psun_G000004062	gene	ScmyWZ3_6734_HRSCAF_6862	6039874	6044317	+	NA	0
Psun_G000004063	gene	ScmyWZ3_6734_HRSCAF_6862	6047503	6054442	+	NA	0
Psun_G000004059	gene	ScmyWZ3_6734_HRSCAF_6862	5879595	5905155	+	NA	0
Psun_G000004060	gene	ScmyWZ3_6734_HRSCAF_6862	5972729	5986544	+	NA	0
Psun_G000004061	gene	ScmyWZ3_6734_HRSCAF_6862	5987190	5988317	+	NA	0
Psun_G000004054	gene	ScmyWZ3_6734_HRSCAF_6862	5719079	5723219	-	NA	0
Psun_G000004055	gene	ScmyWZ3_6734_HRSCAF_6862	5732324	5739926	-	NA	0
Psun_G000004056	gene	ScmyWZ3_6734_HRSCAF_6862	5740662	5752390	-	NA	0
Psun_G000004057	gene	ScmyWZ3_6734_HRSCAF_6862	5757009	5773490	-	NA	0
Psun_G000004058	gene	ScmyWZ3_6734_HRSCAF_6862	5789964	5801175	-	NA	0
Psun_G000004064	gene	ScmyWZ3_6734_HRSCAF_6862	6108550	6133355	+	NA	0
Psun_G000004065	gene	ScmyWZ3_6734_HRSCAF_6862	6137399	6147372	+	NA	0
Psun_G000004067	gene	ScmyWZ3_6734_HRSCAF_6862	6170085	6174094	-	NA	0
Psun_G000004066	gene	ScmyWZ3_6734_HRSCAF_6862	6147881	6149695	+	NA	0
Psun_G000004081	gene	ScmyWZ3_6734_HRSCAF_6862	6396491	6400571	+	NA	0
Psun_G000004049	gene	ScmyWZ3_6734_HRSCAF_6862	5313956	5331657	-	NA	0
Psun_G000004080	gene	ScmyWZ3_6734_HRSCAF_6862	6374915	6381423	+	NA	0
Psun_G000004078	gene	ScmyWZ3_6734_HRSCAF_6862	6297061	6297939	-	NA	0
Psun_G000004079	gene	ScmyWZ3_6734_HRSCAF_6862	6347402	6361899	-	NA	0
Psun_G000004068	gene	ScmyWZ3_6734_HRSCAF_6862	6183075	6188118	+	NA	0
Psun_G000004069	gene	ScmyWZ3_6734_HRSCAF_6862	6193033	6202831	+	NA	0
Psun_G000004077	gene	ScmyWZ3_6734_HRSCAF_6862	6260506	6262192	+	NA	0
Psun_G000004071	gene	ScmyWZ3_6734_HRSCAF_6862	6205917	6206254	-	NA	0
Psun_G000004072	gene	ScmyWZ3_6734_HRSCAF_6862	6206480	6206749	-	NA	0
Psun_G000004073	gene	ScmyWZ3_6734_HRSCAF_6862	6207723	6216923	-	NA	0
Psun_G000004074	gene	ScmyWZ3_6734_HRSCAF_6862	6218829	6219146	-	NA	0
Psun_G000004075	gene	ScmyWZ3_6734_HRSCAF_6862	6221792	6223063	-	NA	0
Psun_G000004076	gene	ScmyWZ3_6734_HRSCAF_6862	6224154	6226524	-	NA	0
Psun_G000004070	gene	ScmyWZ3_6734_HRSCAF_6862	6203955	6205858	-	NA	0
Psun_G000004093	gene	ScmyWZ3_6734_HRSCAF_6862	6876041	6886263	+	NA	0
Psun_G000004095	gene	ScmyWZ3_6734_HRSCAF_6862	7069006	7074337	-	NA	0
Psun_G000004033	gene	ScmyWZ3_6734_HRSCAF_6862	4940624	4941418	+	NA	0
Psun_G000004034	gene	ScmyWZ3_6734_HRSCAF_6862	4941448	4974068	+	NA	0
Psun_G000004039	gene	ScmyWZ3_6734_HRSCAF_6862	5054445	5054917	+	NA	0
Psun_G000004040	gene	ScmyWZ3_6734_HRSCAF_6862	5055099	5070484	+	NA	0
Psun_G000004037	gene	ScmyWZ3_6734_HRSCAF_6862	4991141	5001501	-	NA	0
Psun_G000004038	gene	ScmyWZ3_6734_HRSCAF_6862	5030789	5039841	-	NA	0
Psun_G000004041	gene	ScmyWZ3_6734_HRSCAF_6862	5064339	5071927	-	NA	0
Psun_G000004035	gene	ScmyWZ3_6734_HRSCAF_6862	4987884	4988530	+	NA	0
Psun_G000004036	gene	ScmyWZ3_6734_HRSCAF_6862	4988823	4989308	+	NA	0
Psun_G000004094	gene	ScmyWZ3_6734_HRSCAF_6862	6891447	6916823	-	NA	0
Psun_G000004099	gene	ScmyWZ3_6734_HRSCAF_6862	7186240	7187448	+	NA	0
Psun_G000004100	gene	ScmyWZ3_6734_HRSCAF_6862	7187455	7192678	+	NA	0
Psun_G000004101	gene	ScmyWZ3_6734_HRSCAF_6862	7187584	7208630	-	NA	0
Psun_G000004096	gene	ScmyWZ3_6734_HRSCAF_6862	7144943	7145667	-	NA	0
Psun_G000004097	gene	ScmyWZ3_6734_HRSCAF_6862	7145678	7146580	-	NA	0
Psun_G000004098	gene	ScmyWZ3_6734_HRSCAF_6862	7146960	7168828	-	NA	0
Psun_G000004111	gene	ScmyWZ3_6734_HRSCAF_6862	7507340	7535303	+	NA	0
Psun_G000004112	gene	ScmyWZ3_6734_HRSCAF_6862	7536354	7551129	+	NA	0
Psun_G000004114	gene	ScmyWZ3_6734_HRSCAF_6862	7631967	7641229	+	NA	0
Psun_G000004115	gene	ScmyWZ3_6734_HRSCAF_6862	7641245	7644830	+	NA	0
Psun_G000004113	gene	ScmyWZ3_6734_HRSCAF_6862	7625799	7631791	-	NA	0
Psun_G000004116	gene	ScmyWZ3_6734_HRSCAF_6862	7645435	7649953	-	NA	0
Psun_G000004117	gene	ScmyWZ3_6734_HRSCAF_6862	7650095	7657705	-	NA	0
Psun_G000004133	gene	ScmyWZ3_6734_HRSCAF_6862	7814660	7820795	-	NA	0
Psun_G000004134	gene	ScmyWZ3_6734_HRSCAF_6862	7820835	7823635	-	NA	0
Psun_G000004082	gene	ScmyWZ3_6734_HRSCAF_6862	6450198	6511550	+	NA	0
Psun_G000004084	gene	ScmyWZ3_6734_HRSCAF_6862	6515618	6522808	+	NA	0
Psun_G000004083	gene	ScmyWZ3_6734_HRSCAF_6862	6512913	6513711	+	NA	0
Psun_G000004142	gene	ScmyWZ3_6734_HRSCAF_6862	7995690	8010314	+	NA	0
Psun_G000004085	gene	ScmyWZ3_6734_HRSCAF_6862	6557505	6618422	+	NA	0
Psun_G000004086	gene	ScmyWZ3_6734_HRSCAF_6862	6625263	6669348	+	NA	0
Psun_G000004089	gene	ScmyWZ3_6734_HRSCAF_6862	6683519	6701780	+	NA	0
Psun_G000004090	gene	ScmyWZ3_6734_HRSCAF_6862	6708811	6712977	+	NA	0
Psun_G000004091	gene	ScmyWZ3_6734_HRSCAF_6862	6713744	6717883	+	NA	0
Psun_G000004092	gene	ScmyWZ3_6734_HRSCAF_6862	6727232	6734845	-	NA	0
Psun_G000004087	gene	ScmyWZ3_6734_HRSCAF_6862	6669969	6671004	+	NA	0
Psun_G000004088	gene	ScmyWZ3_6734_HRSCAF_6862	6671676	6672081	+	NA	0
Psun_G000004118	gene	ScmyWZ3_6734_HRSCAF_6862	7671653	7688486	+	NA	0
Psun_G000004119	gene	ScmyWZ3_6734_HRSCAF_6862	7708620	7714561	+	NA	0
Psun_G000004120	gene	ScmyWZ3_6734_HRSCAF_6862	7721048	7724135	+	NA	0
Psun_G000004122	gene	ScmyWZ3_6734_HRSCAF_6862	7724604	7726327	+	NA	0
Psun_G000004126	gene	ScmyWZ3_6734_HRSCAF_6862	7737909	7763793	+	NA	0
Psun_G000004128	gene	ScmyWZ3_6734_HRSCAF_6862	7764765	7767621	+	NA	0
Psun_G000004121	gene	ScmyWZ3_6734_HRSCAF_6862	7723914	7724276	-	NA	0
Psun_G000004123	gene	ScmyWZ3_6734_HRSCAF_6862	7725987	7732210	-	NA	0
Psun_G000004124	gene	ScmyWZ3_6734_HRSCAF_6862	7732928	7735163	-	NA	0
Psun_G000004125	gene	ScmyWZ3_6734_HRSCAF_6862	7735362	7744581	-	NA	0
