# GFF/GTF parsing and conversion.
# PYTHON VERSION: 3.8.5
# Script call:    /home/gt156213e/bin/core/gxf_parse.py -i dwarf_hamster_23Oct2018_myWZ3.all.gff -s maker -p Psun_ -o psun-transcripts.tab --nogenes --noexons --overwrite
# Runtime:        10/17/2020 17:21:11
# ----------------
# Input file:            dwarf_hamster_23Oct2018_myWZ3.all.gff
# Input source:          maker
# Feature ID prefix:     Psun_
# Output file:           psun-transcripts.tab
# --overwrite set:       Overwriting previous output file.
# --nogenes set:         Not writing gene coordinates and IDs.
# --noexons set:         Not writing exon coordinates and IDs.
# ----------------
# 10.17.2020 | 17:21:11 Detecting compression...
# 10.17.2020 | 17:21:11 Reading genes...
# Genes read:            27988
# ----------------
# 10.17.2020 | 17:23:48 Reading transcripts...
# Transcripts read:      27988
# ----------------
# 10.17.2020 | 17:26:13 Reading CDS...
# CDS read:              188010
# ----------------
# 10.17.2020 | 17:39:42 Writing output...
feature id	feature type	chr	start	end	strand	parent ids	num child features
Psun_T000004002_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3755922	3757038	+	Psun_G000004002	4
Psun_T000003995_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3659359	3667728	-	Psun_G000003995	16
Psun_T000003996_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3668186	3698430	-	Psun_G000003996	25
Psun_T000003997_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3707971	3716627	-	Psun_G000003997	4
Psun_T000004000_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3739982	3744907	-	Psun_G000004000	2
Psun_T000004001_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3748025	3748291	-	Psun_G000004001	1
Psun_T000003994_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3658233	3659271	-	Psun_G000003994	4
Psun_T000003999_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3738504	3740211	+	Psun_G000003999	3
Psun_T000004028_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	4431015	4434914	+	Psun_G000004028	2
Psun_T000004029_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	4496641	4497434	+	Psun_G000004029	2
Psun_T000004030_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	4844140	4845654	+	Psun_G000004030	3
Psun_T000004027_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	4228269	4240046	+	Psun_G000004027	3
Psun_T000004015_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3973849	3983098	+	Psun_G000004015	5
Psun_T000004016_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3983495	3985398	+	Psun_G000004016	3
Psun_T000004017_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3988617	3989117	+	Psun_G000004017	1
Psun_T000004018_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3989900	3990328	+	Psun_G000004018	1
Psun_T000004019_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3990578	3991116	+	Psun_G000004019	2
Psun_T000004021_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	4013245	4019178	+	Psun_G000004021	3
Psun_T000004022_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	4019803	4024649	+	Psun_G000004022	4
Psun_T000004024_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	4028092	4028706	+	Psun_G000004024	1
Psun_T000004020_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3992975	4003087	-	Psun_G000004020	4
Psun_T000004023_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	4027781	4029678	-	Psun_G000004023	4
Psun_T000004025_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	4030512	4068140	-	Psun_G000004025	14
Psun_T000004031_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	4897064	4911833	+	Psun_G000004031	10
Psun_T000004032_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	4927347	4938397	+	Psun_G000004032	5
Psun_T000004045_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5221178	5224033	+	Psun_G000004045	2
Psun_T000004046_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5228419	5231101	-	Psun_G000004046	3
Psun_T000004042_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5089918	5096089	-	Psun_G000004042	3
Psun_T000004043_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5103197	5119392	-	Psun_G000004043	2
Psun_T000004044_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5139337	5142528	-	Psun_G000004044	2
Psun_T000004050_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5508611	5509006	-	Psun_G000004050	1
Psun_T000004047_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5289337	5305824	+	Psun_G000004047	8
Psun_T000004048_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5307403	5309327	+	Psun_G000004048	3
Psun_T000004053_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5696888	5708564	+	Psun_G000004053	5
Psun_T000004052_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5656786	5669149	-	Psun_G000004052	12
Psun_T000004051_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5656392	5656736	-	Psun_G000004051	2
Psun_T000004008_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3872427	3897847	+	Psun_G000004008	12
Psun_T000004009_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3900493	3902644	-	Psun_G000004009	8
Psun_T000004010_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3903213	3904593	-	Psun_G000004010	4
Psun_T000004011_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3904950	3912143	-	Psun_G000004011	10
Psun_T000004012_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3912874	3921976	-	Psun_G000004012	10
Psun_T000004014_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3957363	3973317	-	Psun_G000004014	12
Psun_T000004013_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	3955386	3957324	-	Psun_G000004013	5
Psun_T000004062_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	6039874	6044317	+	Psun_G000004062	2
Psun_T000004063_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	6047503	6054442	+	Psun_G000004063	3
Psun_T000004059_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5879595	5905155	+	Psun_G000004059	6
Psun_T000004060_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5972729	5986544	+	Psun_G000004060	3
Psun_T000004061_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5987190	5988317	+	Psun_G000004061	2
Psun_T000004054_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5719079	5723219	-	Psun_G000004054	2
Psun_T000004055_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5732324	5739926	-	Psun_G000004055	6
Psun_T000004056_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5740662	5752390	-	Psun_G000004056	5
Psun_T000004057_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5757009	5773490	-	Psun_G000004057	10
Psun_T000004058_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	5789964	5801175	-	Psun_G000004058	3
Psun_T000004064_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	6108550	6133355	+	Psun_G000004064	9
Psun_T000004065_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	6137399	6147372	+	Psun_G000004065	6
Psun_T000004067_mRNA-1	transcript	ScmyWZ3_6734_HRSCAF_6862	6170085	6174094	-	Psun_G000004067	4
