# GFF/GTF parsing and conversion.
# PYTHON VERSION: 3.8.5
# Script call:    /home/gt156213e/bin/core/gxf_parse.py -i dwarf_hamster_23Oct18_myWZ3_10JunAnn.all.name_id_edit.gff -s maker -p Psun -o psun-genes-old.tab --notranscripts --noexons --overwrite
# Runtime:        11/02/2020 10:09:20
# ----------------
# Input file:            dwarf_hamster_23Oct18_myWZ3_10JunAnn.all.name_id_edit.gff
# Input source:          maker
# Feature ID prefix:     Psun
# Output file:           psun-genes-old.tab
# --overwrite set:       Overwriting previous output file.
# --notranscripts set:   Not writing transcript coordinates and IDs.
# --noexons set:         Not writing exon coordinates and IDs.
# ----------------
# 11.02.2020 | 10:09:20 Detecting compression...
# 11.02.2020 | 10:09:20 Reading genes...
# Genes read:            22016
# ----------------
# 11.02.2020 | 10:10:13 Writing output...
feature id	feature type	chr	start	end	strand	parent ids	num child features
Psun_G000003117	gene	ScmyWZ3_6734_HRSCAF_6862	1988177	1992650	-	NA	0
Psun_G000003114	gene	ScmyWZ3_6734_HRSCAF_6862	1922174	1927155	+	NA	0
Psun_G000003112	gene	ScmyWZ3_6734_HRSCAF_6862	1895262	1906803	+	NA	0
Psun_G000003115	gene	ScmyWZ3_6734_HRSCAF_6862	1929707	1930312	+	NA	0
Psun_G000003113	gene	ScmyWZ3_6734_HRSCAF_6862	1912014	1921210	-	NA	0
Psun_G000003116	gene	ScmyWZ3_6734_HRSCAF_6862	1930127	1942116	-	NA	0
Psun_G000003120	gene	ScmyWZ3_6734_HRSCAF_6862	2085946	2095713	+	NA	0
Psun_G000003122	gene	ScmyWZ3_6734_HRSCAF_6862	2111990	2121796	+	NA	0
Psun_G000003123	gene	ScmyWZ3_6734_HRSCAF_6862	2122563	2125188	+	NA	0
Psun_G000003121	gene	ScmyWZ3_6734_HRSCAF_6862	2110261	2110606	+	NA	0
Psun_G000003124	gene	ScmyWZ3_6734_HRSCAF_6862	2126708	2138887	-	NA	0
Psun_G000003125	gene	ScmyWZ3_6734_HRSCAF_6862	2145096	2181570	-	NA	0
Psun_G000003126	gene	ScmyWZ3_6734_HRSCAF_6862	2181480	2193611	+	NA	0
Psun_G000003127	gene	ScmyWZ3_6734_HRSCAF_6862	2196854	2200954	-	NA	0
Psun_G000003129	gene	ScmyWZ3_6734_HRSCAF_6862	2708001	2708897	+	NA	0
Psun_G000003128	gene	ScmyWZ3_6734_HRSCAF_6862	2601945	2605661	-	NA	0
Psun_G000003131	gene	ScmyWZ3_6734_HRSCAF_6862	3538349	3539867	+	NA	0
Psun_G000003134	gene	ScmyWZ3_6734_HRSCAF_6862	3565891	3574002	-	NA	0
Psun_G000003133	gene	ScmyWZ3_6734_HRSCAF_6862	3542614	3543128	-	NA	0
Psun_G000003130	gene	ScmyWZ3_6734_HRSCAF_6862	3508278	3513336	-	NA	0
Psun_G000003132	gene	ScmyWZ3_6734_HRSCAF_6862	3538994	3541527	-	NA	0
Psun_G000003135	gene	ScmyWZ3_6734_HRSCAF_6862	3634831	3655874	+	NA	0
Psun_G000003141	gene	ScmyWZ3_6734_HRSCAF_6862	3756099	3757038	+	NA	0
Psun_G000003138	gene	ScmyWZ3_6734_HRSCAF_6862	3725726	3733045	+	NA	0
Psun_G000003139	gene	ScmyWZ3_6734_HRSCAF_6862	3733107	3738498	+	NA	0
Psun_G000003137	gene	ScmyWZ3_6734_HRSCAF_6862	3707970	3716620	-	NA	0
Psun_G000003140	gene	ScmyWZ3_6734_HRSCAF_6862	3741656	3748436	-	NA	0
Psun_G000003136	gene	ScmyWZ3_6734_HRSCAF_6862	3659359	3698430	-	NA	0
Psun_G000003144	gene	ScmyWZ3_6734_HRSCAF_6862	3865889	3866888	-	NA	0
Psun_G000003142	gene	ScmyWZ3_6734_HRSCAF_6862	3758620	3769918	-	NA	0
Psun_G000003143	gene	ScmyWZ3_6734_HRSCAF_6862	3796792	3824334	-	NA	0
Psun_G000003147	gene	ScmyWZ3_6734_HRSCAF_6862	3891878	3896224	+	NA	0
Psun_G000003145	gene	ScmyWZ3_6734_HRSCAF_6862	3872615	3888958	+	NA	0
Psun_G000003146	gene	ScmyWZ3_6734_HRSCAF_6862	3890401	3891727	+	NA	0
Psun_G000003148	gene	ScmyWZ3_6734_HRSCAF_6862	3900628	3904046	-	NA	0
Psun_G000003149	gene	ScmyWZ3_6734_HRSCAF_6862	3904950	3921909	-	NA	0
Psun_G000003150	gene	ScmyWZ3_6734_HRSCAF_6862	3955392	3972245	-	NA	0
Psun_G000003152	gene	ScmyWZ3_6734_HRSCAF_6862	3973025	3973953	-	NA	0
Psun_G000003151	gene	ScmyWZ3_6734_HRSCAF_6862	3972293	3972976	-	NA	0
Psun_G000003160	gene	ScmyWZ3_6734_HRSCAF_6862	4225549	4240050	+	NA	0
Psun_G000003156	gene	ScmyWZ3_6734_HRSCAF_6862	4013768	4019182	+	NA	0
Psun_G000003154	gene	ScmyWZ3_6734_HRSCAF_6862	3983568	3991115	+	NA	0
Psun_G000003159	gene	ScmyWZ3_6734_HRSCAF_6862	4058216	4059377	+	NA	0
Psun_G000003153	gene	ScmyWZ3_6734_HRSCAF_6862	3973952	3983098	+	NA	0
Psun_G000003157	gene	ScmyWZ3_6734_HRSCAF_6862	4019800	4025504	+	NA	0
Psun_G000003155	gene	ScmyWZ3_6734_HRSCAF_6862	3992982	4000465	-	NA	0
Psun_G000003158	gene	ScmyWZ3_6734_HRSCAF_6862	4025378	4068140	-	NA	0
Psun_G000003161	gene	ScmyWZ3_6734_HRSCAF_6862	4497437	4498293	+	NA	0
Psun_G000003162	gene	ScmyWZ3_6734_HRSCAF_6862	4851548	4855133	-	NA	0
Psun_G000003163	gene	ScmyWZ3_6734_HRSCAF_6862	4890516	4911854	+	NA	0
Psun_G000003169	gene	ScmyWZ3_6734_HRSCAF_6862	5089907	5096194	-	NA	0
Psun_G000003170	gene	ScmyWZ3_6734_HRSCAF_6862	5150622	5155091	-	NA	0
Psun_G000003164	gene	ScmyWZ3_6734_HRSCAF_6862	4927347	4938397	+	NA	0
Psun_G000003168	gene	ScmyWZ3_6734_HRSCAF_6862	5055086	5070498	+	NA	0
Psun_G000003165	gene	ScmyWZ3_6734_HRSCAF_6862	4941080	4988784	+	NA	0
Psun_G000003167	gene	ScmyWZ3_6734_HRSCAF_6862	5030789	5039820	-	NA	0
Psun_G000003166	gene	ScmyWZ3_6734_HRSCAF_6862	4991270	4996426	-	NA	0
Psun_G000003171	gene	ScmyWZ3_6734_HRSCAF_6862	5228419	5232951	-	NA	0
Psun_G000003172	gene	ScmyWZ3_6734_HRSCAF_6862	5289337	5306239	+	NA	0
Psun_G000003174	gene	ScmyWZ3_6734_HRSCAF_6862	5359653	5360722	+	NA	0
Psun_G000003173	gene	ScmyWZ3_6734_HRSCAF_6862	5313956	5330197	-	NA	0
Psun_G000003175	gene	ScmyWZ3_6734_HRSCAF_6862	5655861	5667877	-	NA	0
Psun_G000003177	gene	ScmyWZ3_6734_HRSCAF_6862	5789948	5800744	-	NA	0
Psun_G000003176	gene	ScmyWZ3_6734_HRSCAF_6862	5732324	5785990	-	NA	0
Psun_G000003183	gene	ScmyWZ3_6734_HRSCAF_6862	5976896	5988207	+	NA	0
Psun_G000003178	gene	ScmyWZ3_6734_HRSCAF_6862	5885916	5896438	+	NA	0
Psun_G000003179	gene	ScmyWZ3_6734_HRSCAF_6862	5903701	5905155	+	NA	0
Psun_G000003182	gene	ScmyWZ3_6734_HRSCAF_6862	5909433	5916173	+	NA	0
Psun_G000003181	gene	ScmyWZ3_6734_HRSCAF_6862	5907716	5909269	+	NA	0
Psun_G000003180	gene	ScmyWZ3_6734_HRSCAF_6862	5906365	5906868	+	NA	0
Psun_G000003185	gene	ScmyWZ3_6734_HRSCAF_6862	6137577	6149566	+	NA	0
Psun_G000003184	gene	ScmyWZ3_6734_HRSCAF_6862	6108477	6132622	+	NA	0
Psun_G000003186	gene	ScmyWZ3_6734_HRSCAF_6862	6170054	6174518	-	NA	0
Psun_G000003191	gene	ScmyWZ3_6734_HRSCAF_6862	6297061	6297939	-	NA	0
Psun_G000003192	gene	ScmyWZ3_6734_HRSCAF_6862	6346964	6362061	-	NA	0
Psun_G000003193	gene	ScmyWZ3_6734_HRSCAF_6862	6374943	6381423	+	NA	0
Psun_G000003190	gene	ScmyWZ3_6734_HRSCAF_6862	6260506	6262609	+	NA	0
Psun_G000003187	gene	ScmyWZ3_6734_HRSCAF_6862	6195439	6201962	+	NA	0
Psun_G000003189	gene	ScmyWZ3_6734_HRSCAF_6862	6204655	6226524	-	NA	0
Psun_G000003188	gene	ScmyWZ3_6734_HRSCAF_6862	6202448	6202837	+	NA	0
Psun_G000003194	gene	ScmyWZ3_6734_HRSCAF_6862	6396557	6400613	+	NA	0
Psun_G000003195	gene	ScmyWZ3_6734_HRSCAF_6862	6450198	6522226	+	NA	0
Psun_G000003202	gene	ScmyWZ3_6734_HRSCAF_6862	6876041	6886270	+	NA	0
Psun_G000003199	gene	ScmyWZ3_6734_HRSCAF_6862	6706066	6717673	+	NA	0
Psun_G000003196	gene	ScmyWZ3_6734_HRSCAF_6862	6574991	6615841	+	NA	0
Psun_G000003197	gene	ScmyWZ3_6734_HRSCAF_6862	6625263	6673490	+	NA	0
Psun_G000003200	gene	ScmyWZ3_6734_HRSCAF_6862	6719798	6721018	+	NA	0
Psun_G000003198	gene	ScmyWZ3_6734_HRSCAF_6862	6683519	6701785	+	NA	0
Psun_G000003201	gene	ScmyWZ3_6734_HRSCAF_6862	6728408	6734861	-	NA	0
Psun_G000003206	gene	ScmyWZ3_6734_HRSCAF_6862	7088519	7089115	+	NA	0
Psun_G000003205	gene	ScmyWZ3_6734_HRSCAF_6862	7069006	7074337	-	NA	0
Psun_G000003204	gene	ScmyWZ3_6734_HRSCAF_6862	6967384	6969433	+	NA	0
Psun_G000003203	gene	ScmyWZ3_6734_HRSCAF_6862	6892797	6916786	-	NA	0
Psun_G000003207	gene	ScmyWZ3_6734_HRSCAF_6862	7144928	7156351	-	NA	0
Psun_G000003209	gene	ScmyWZ3_6734_HRSCAF_6862	7161277	7171963	-	NA	0
Psun_G000003208	gene	ScmyWZ3_6734_HRSCAF_6862	7156596	7160879	-	NA	0
Psun_G000003210	gene	ScmyWZ3_6734_HRSCAF_6862	7186239	7199485	+	NA	0
Psun_G000003212	gene	ScmyWZ3_6734_HRSCAF_6862	7213885	7217753	-	NA	0
Psun_G000003211	gene	ScmyWZ3_6734_HRSCAF_6862	7196535	7208771	-	NA	0
Psun_G000003213	gene	ScmyWZ3_6734_HRSCAF_6862	7228606	7250463	-	NA	0
Psun_G000003220	gene	ScmyWZ3_6734_HRSCAF_6862	7507340	7551191	+	NA	0
Psun_G000003218	gene	ScmyWZ3_6734_HRSCAF_6862	7364622	7375394	+	NA	0
Psun_G000003216	gene	ScmyWZ3_6734_HRSCAF_6862	7308532	7313490	+	NA	0
Psun_G000003215	gene	ScmyWZ3_6734_HRSCAF_6862	7279155	7285476	+	NA	0
Psun_G000003214	gene	ScmyWZ3_6734_HRSCAF_6862	7251320	7260198	-	NA	0
Psun_G000003217	gene	ScmyWZ3_6734_HRSCAF_6862	7317431	7364775	-	NA	0
Psun_G000003219	gene	ScmyWZ3_6734_HRSCAF_6862	7364847	7373804	-	NA	0
Psun_G000003222	gene	ScmyWZ3_6734_HRSCAF_6862	7632210	7645004	+	NA	0
Psun_G000003221	gene	ScmyWZ3_6734_HRSCAF_6862	7625845	7628127	-	NA	0
Psun_G000003223	gene	ScmyWZ3_6734_HRSCAF_6862	7645166	7650908	-	NA	0
Psun_G000003225	gene	ScmyWZ3_6734_HRSCAF_6862	7721037	7724191	+	NA	0
Psun_G000003224	gene	ScmyWZ3_6734_HRSCAF_6862	7671653	7684076	+	NA	0
Psun_G000003229	gene	ScmyWZ3_6734_HRSCAF_6862	7738755	7768933	+	NA	0
Psun_G000003227	gene	ScmyWZ3_6734_HRSCAF_6862	7727117	7730350	+	NA	0
Psun_G000003231	gene	ScmyWZ3_6734_HRSCAF_6862	7772391	7774378	-	NA	0
Psun_G000003232	gene	ScmyWZ3_6734_HRSCAF_6862	7782790	7784118	-	NA	0
Psun_G000003226	gene	ScmyWZ3_6734_HRSCAF_6862	7723022	7735189	-	NA	0
Psun_G000003230	gene	ScmyWZ3_6734_HRSCAF_6862	7765770	7770299	-	NA	0
Psun_G000003228	gene	ScmyWZ3_6734_HRSCAF_6862	7737444	7737725	-	NA	0
Psun_G000003234	gene	ScmyWZ3_6734_HRSCAF_6862	7825674	7852175	+	NA	0
Psun_G000003233	gene	ScmyWZ3_6734_HRSCAF_6862	7816310	7820953	-	NA	0
Psun_G000003240	gene	ScmyWZ3_6734_HRSCAF_6862	7995663	8009079	+	NA	0
Psun_G000003239	gene	ScmyWZ3_6734_HRSCAF_6862	7946804	7961206	+	NA	0
Psun_G000003238	gene	ScmyWZ3_6734_HRSCAF_6862	7888210	7895430	+	NA	0
Psun_G000003237	gene	ScmyWZ3_6734_HRSCAF_6862	7873784	7880418	+	NA	0
Psun_G000003236	gene	ScmyWZ3_6734_HRSCAF_6862	7867860	7871951	+	NA	0
Psun_G000003235	gene	ScmyWZ3_6734_HRSCAF_6862	7863526	7863747	+	NA	0
Psun_G000003248	gene	ScmyWZ3_6734_HRSCAF_6862	8322880	8323664	+	NA	0
Psun_G000003245	gene	ScmyWZ3_6734_HRSCAF_6862	8287638	8292921	-	NA	0
Psun_G000003247	gene	ScmyWZ3_6734_HRSCAF_6862	8320643	8322819	-	NA	0
Psun_G000003246	gene	ScmyWZ3_6734_HRSCAF_6862	8293411	8296103	-	NA	0
Psun_G000003244	gene	ScmyWZ3_6734_HRSCAF_6862	8285366	8285981	-	NA	0
Psun_G000003243	gene	ScmyWZ3_6734_HRSCAF_6862	8052336	8174794	+	NA	0
Psun_G000003242	gene	ScmyWZ3_6734_HRSCAF_6862	8048314	8049850	+	NA	0
Psun_G000003241	gene	ScmyWZ3_6734_HRSCAF_6862	8034889	8047457	+	NA	0
Psun_G000003249	gene	ScmyWZ3_6734_HRSCAF_6862	8343503	8346603	-	NA	0
Psun_G000003253	gene	ScmyWZ3_6734_HRSCAF_6862	8527885	8594051	-	NA	0
Psun_G000003269	gene	ScmyWZ3_6734_HRSCAF_6862	8943228	8943998	-	NA	0
Psun_G000003268	gene	ScmyWZ3_6734_HRSCAF_6862	8892950	8895364	-	NA	0
Psun_G000003270	gene	ScmyWZ3_6734_HRSCAF_6862	9015471	9022570	+	NA	0
Psun_G000003271	gene	ScmyWZ3_6734_HRSCAF_6862	9133437	9165278	+	NA	0
Psun_G000003254	gene	ScmyWZ3_6734_HRSCAF_6862	8598512	8608718	+	NA	0
Psun_G000003252	gene	ScmyWZ3_6734_HRSCAF_6862	8513924	8530772	+	NA	0
Psun_G000003255	gene	ScmyWZ3_6734_HRSCAF_6862	8620256	8633831	+	NA	0
Psun_G000003251	gene	ScmyWZ3_6734_HRSCAF_6862	8458351	8467863	+	NA	0
Psun_G000003256	gene	ScmyWZ3_6734_HRSCAF_6862	8643977	8646866	+	NA	0
Psun_G000003260	gene	ScmyWZ3_6734_HRSCAF_6862	8701618	8713568	+	NA	0
Psun_G000003262	gene	ScmyWZ3_6734_HRSCAF_6862	8737824	8739462	+	NA	0
Psun_G000003250	gene	ScmyWZ3_6734_HRSCAF_6862	8413021	8444237	+	NA	0
Psun_G000003265	gene	ScmyWZ3_6734_HRSCAF_6862	8827319	8828329	+	NA	0
Psun_G000003257	gene	ScmyWZ3_6734_HRSCAF_6862	8652295	8656157	-	NA	0
Psun_G000003267	gene	ScmyWZ3_6734_HRSCAF_6862	8862954	8871251	-	NA	0
Psun_G000003263	gene	ScmyWZ3_6734_HRSCAF_6862	8755550	8758037	-	NA	0
Psun_G000003259	gene	ScmyWZ3_6734_HRSCAF_6862	8684433	8687254	-	NA	0
Psun_G000003258	gene	ScmyWZ3_6734_HRSCAF_6862	8675726	8684432	-	NA	0
Psun_G000003261	gene	ScmyWZ3_6734_HRSCAF_6862	8731720	8737237	+	NA	0
Psun_G000003264	gene	ScmyWZ3_6734_HRSCAF_6862	8826465	8827291	+	NA	0
Psun_G000003266	gene	ScmyWZ3_6734_HRSCAF_6862	8844767	8845061	+	NA	0
Psun_G000003274	gene	ScmyWZ3_6734_HRSCAF_6862	10180412	10186410	+	NA	0
Psun_G000003273	gene	ScmyWZ3_6734_HRSCAF_6862	10105202	10124641	+	NA	0
Psun_G000003272	gene	ScmyWZ3_6734_HRSCAF_6862	10073315	10091722	+	NA	0
Psun_G000003283	gene	ScmyWZ3_6734_HRSCAF_6862	10387894	10417969	+	NA	0
Psun_G000003284	gene	ScmyWZ3_6734_HRSCAF_6862	10418793	10430637	-	NA	0
Psun_G000003279	gene	ScmyWZ3_6734_HRSCAF_6862	10325268	10329052	+	NA	0
Psun_G000003280	gene	ScmyWZ3_6734_HRSCAF_6862	10334326	10340716	+	NA	0
Psun_G000003277	gene	ScmyWZ3_6734_HRSCAF_6862	10269560	10275875	+	NA	0
Psun_G000003276	gene	ScmyWZ3_6734_HRSCAF_6862	10264601	10268625	+	NA	0
Psun_G000003281	gene	ScmyWZ3_6734_HRSCAF_6862	10363249	10368943	+	NA	0
Psun_G000003275	gene	ScmyWZ3_6734_HRSCAF_6862	10236440	10243229	+	NA	0
Psun_G000003278	gene	ScmyWZ3_6734_HRSCAF_6862	10287207	10305113	+	NA	0
Psun_G000003282	gene	ScmyWZ3_6734_HRSCAF_6862	10370654	10384676	-	NA	0
Psun_G000003292	gene	ScmyWZ3_6734_HRSCAF_6862	10608717	10674443	+	NA	0
Psun_G000003291	gene	ScmyWZ3_6734_HRSCAF_6862	10590499	10591157	-	NA	0
Psun_G000003293	gene	ScmyWZ3_6734_HRSCAF_6862	10673364	10680824	-	NA	0
Psun_G000003290	gene	ScmyWZ3_6734_HRSCAF_6862	10551130	10573164	+	NA	0
Psun_G000003289	gene	ScmyWZ3_6734_HRSCAF_6862	10539547	10545551	+	NA	0
Psun_G000003286	gene	ScmyWZ3_6734_HRSCAF_6862	10516269	10533780	+	NA	0
Psun_G000003285	gene	ScmyWZ3_6734_HRSCAF_6862	10448423	10483466	+	NA	0
Psun_G000003288	gene	ScmyWZ3_6734_HRSCAF_6862	10536398	10536835	+	NA	0
Psun_G000003287	gene	ScmyWZ3_6734_HRSCAF_6862	10516865	10517957	-	NA	0
Psun_G000003295	gene	ScmyWZ3_6734_HRSCAF_6862	10727429	10728176	+	NA	0
Psun_G000003297	gene	ScmyWZ3_6734_HRSCAF_6862	10740357	10743524	+	NA	0
Psun_G000003296	gene	ScmyWZ3_6734_HRSCAF_6862	10731621	10732663	+	NA	0
Psun_G000003294	gene	ScmyWZ3_6734_HRSCAF_6862	10716674	10720680	-	NA	0
Psun_G000003298	gene	ScmyWZ3_6734_HRSCAF_6862	10744489	10749855	-	NA	0
Psun_G000003299	gene	ScmyWZ3_6734_HRSCAF_6862	10752309	10759278	-	NA	0
Psun_G000003303	gene	ScmyWZ3_6734_HRSCAF_6862	10893306	10898668	-	NA	0
Psun_G000003304	gene	ScmyWZ3_6734_HRSCAF_6862	10906001	10918119	-	NA	0
Psun_G000003301	gene	ScmyWZ3_6734_HRSCAF_6862	10811897	10813266	+	NA	0
